drug_name,side_effects,generic_name,drug_classes,brand_names
Absorica,"problems with your vision or hearing; muscle or joint pain, bone pain, back pain; increased thirst, increased urination; hallucinations, (see or hearing things that are not real); symptoms of depression--unusual mood changes, crying spells, feelings of low self-worth, loss of interest in things you once enjoyed, new sleep problems, thoughts about hurting yourself; signs of liver or pancreas problems--loss of appetite, upper stomach pain (that may spread to your back), nausea or vomiting, fast heart rate , dark urine, jaundice (yellowing of the skin or eyes); severe stomach problems--severe stomach or chest pain, pain when swallowing, heartburn , diarrhea , rectal bleeding , bloody or tarry stools; or increased pressure inside the skull--severe headaches, ringing in your ears, dizziness, nausea, vision problems, pain behind your eyes. Common side effects of Absorica may include: dryness of your skin, lips, eyes, or nose (you may have nosebleeds ); vision problems; headache, back pain , joint pain, muscle problems; skin reactions; or cold symptoms such as stuffy nose, sneezing, sore throat.",isotretinoin (oral),Miscellaneous uncategorized agents,"Accutane, Amnesteem, Claravis, Myorisan, Sotret, Zenatane"
Acanya,"hives; difficulty breathing; swelling of your face, lips, tongue, or throat. Stop using Acanya and call your doctor at once if you have any of these serious side effects: severe redness, burning, stinging, or peeling of treated skin areas; or diarrhea that is watery or bloody. Less serious Acanya side effects may include: mild burning or stinging; itching or tingly feeling; dryness or peeling of treated skin; or redness or other irritation.",benzoyl peroxide and clindamycin topical,Topical acne agents,"BenzaClin, Duac, Z-Clinz 10, Z-Clinz 5"
Amnesteem,"problems with your vision or hearing; muscle or joint pain, bone pain, back pain; increased thirst, increased urination; hallucinations, (see or hearing things that are not real); symptoms of depression--unusual mood changes, crying spells, feelings of low self-worth, loss of interest in things you once enjoyed, new sleep problems, thoughts about hurting yourself; signs of liver or pancreas problems--loss of appetite, upper stomach pain (that may spread to your back), nausea or vomiting, fast heart rate , dark urine, jaundice (yellowing of the skin or eyes); severe stomach problems--severe stomach or chest pain, pain when swallowing, heartburn , diarrhea , rectal bleeding , bloody or tarry stools; or increased pressure inside the skull--severe headaches, ringing in your ears, dizziness, nausea, vision problems, pain behind your eyes. Common side effects of Amnesteem may include: dryness of your skin, lips, eyes, or nose (you may have nosebleeds ); vision problems; headache, back pain , joint pain, muscle problems; skin reactions; or cold symptoms such as stuffy nose, sneezing, sore throat.",isotretinoin (oral),"Miscellaneous antineoplastics, Miscellaneous uncategorized agents","Absorica, Accutane, Claravis, Myorisan, Sotret, Zenatane"
azelaic acid,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. This medicine may cause serious side effects. Stop using this medicine and call your doctor at once if you have: severe burning, stinging, or warmth; severe itching or tingling; severe redness, dryness, peeling, or other irritation; changes in skin color; or new or worsening breathing problems. Common side effects of azelaic acid topical may include: pain, burning, stinging, or tingling; dry or scaly skin; o itching or other irritation.",azelaic acid topical,"Topical acne agents, Topical anti-rosacea agents","Azelex, Finacea"
dapsone,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Dapsone topical may cause methemoglobinemia (met-HEEM-oh glo-bin-EE-mee-a), a serious condition in which the amount of oxygen in your blood stream becomes dangerously low. Stop using this medicine and call your doctor at once if you notice a blue or gray appearance of your lips, fingernails, or the inside of your mouth. Dapsone topical may cause serious side effects. Call your doctor at once if you have: severe sore throat ; unusual thoughts or behavior; a red blood cell disorder-- back pain , pale or yellowed skin, dark colored urine, fever, confusion or weakness; pancreas problems--severe pain in your upper stomach spreading to your back, nausea and vomiting , fast heart rate ; or severe skin reaction--fever, sore throat, swelling in your face or tongue, burning in your eyes, skin pain followed by a red or purple skin rash that spreads (especially in the face or upper body) and causes blistering and peeling. Common side effects of dapsone topical may include: dry or peeling skin ; oily skin; or redness where the medicine was applied.",dapsone topical,Topical acne agents,Aczone
Duac,"Benzoyl peroxide can cause a rare but serious allergic reaction or severe skin irritation. These reactions may occur just a few minutes after you apply the medicine, or within a day or longer afterward. Stop using DUAC and get emergency medical help if you have signs of an allergic reaction : hives, itching; difficult breathing, feeling light-headed; swelling of your face, lips, tongue, or throat. This medicine may cause serious side effects. Stop using this medicine and call your doctor at once if you have: severe redness, burning, stinging, or peeling of treated skin areas; or diarrhea that is watery or bloody. Common side effects of DUAC may include: mild burning or stinging; itching or tingly feeling; dryness or peeling of treated skin; or redness or other irritation.",benzoyl peroxide and clindamycin topical,Topical acne agents,"Acanya, BenzaClin, Neuac, Onexton, Z-Clinz 10, Z-Clinz 5"
Emcin Clear,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Emcin Clear may cause serious side effects. Call your doctor at once if you have: severe burning, stinging, or redness; oozing or other signs of skin infection ; worsening of your skin condition; or severe stomach pain, diarrhea that is watery or bloody (even if it occurs months after your last dose). Common side effects of Emcin Clear may include: skin itching, redness, burning, or peeling; or dry or oily skin.",erythromycin topical,"Topical acne agents, Topical antibiotics","Erygel, Theramycin Z"
Epiduo Forte,"Benzoyl peroxide can cause a rare but serious allergic reaction or severe skin irritation. Stop using this medicine and get emergency medical help if you have: hives , itching; difficult breathing, feeling light-headed; or swelling of your face, lips, tongue, or throat. Epiduo Forte may cause serious side effects. Call your doctor at once if you have: severe redness or swelling of treated skin; severe burning or stinging; or severe dryness or other skin irritation. Common side effects of Epiduo Forte may include: dry or scaly skin; skin redness; or burning or stinging.",adapalene and benzoyl peroxide (topical),Topical acne agents,Epiduo
Erygel,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Erygel may cause serious side effects. Call your doctor at once if you have: severe burning, stinging, or redness; oozing or other signs of skin infection ; worsening of your skin condition; or severe stomach pain, diarrhea that is watery or bloody (even if it occurs months after your last dose). Common side effects of Erygel may include: skin itching, redness, burning, or peeling; or dry or oily skin.",erythromycin topical,"Topical acne agents, Topical antibiotics","Emcin Clear, Theramycin Z"
Myorisan,"problems with your vision or hearing; muscle or joint pain, bone pain, back pain; increased thirst, increased urination; hallucinations, (see or hearing things that are not real); symptoms of depression--unusual mood changes, crying spells, feelings of low self-worth, loss of interest in things you once enjoyed, new sleep problems, thoughts about hurting yourself; signs of liver or pancreas problems--loss of appetite, upper stomach pain (that may spread to your back), nausea or vomiting, fast heart rate , dark urine, jaundice (yellowing of the skin or eyes); severe stomach problems--severe stomach or chest pain, pain when swallowing, heartburn , diarrhea , rectal bleeding , bloody or tarry stools; or increased pressure inside the skull--severe headaches, ringing in your ears, dizziness, nausea, vision problems, pain behind your eyes. Common side effects of Myorisan may include: dryness of your skin, lips, eyes, or nose (you may have nosebleeds ); vision problems; headache, back pain , joint pain, muscle problems; skin reactions; or cold symptoms such as stuffy nose, sneezing, sore throat.",isotretinoin (oral),"Miscellaneous antineoplastics, Miscellaneous uncategorized agents","Absorica, Accutane, Amnesteem, Claravis, Myorisan, Sotret, Zenatane"
Onexton,"Benzoyl peroxide can cause a rare but serious allergic reaction or severe skin irritation. These reactions may occur just a few minutes after you apply the medicine, or within a day or longer afterward. Stop using Onexton and get emergency medical help if you have signs of an allergic reaction : hives, itching; difficult breathing, feeling light-headed; swelling of your face, lips, tongue, or throat. This medicine may cause serious side effects. Stop using this medicine and call your doctor at once if you have: severe redness, burning, stinging, or peeling of treated skin areas; or diarrhea that is watery or bloody. Common side effects of Onexton may include: mild burning or stinging; itching or tingly feeling; dryness or peeling of treated skin; or redness or other irritation.",benzoyl peroxide and clindamycin topical,Topical acne agents,"Acanya, BenzaClin, Duac, Neuac, Z-Clinz 10, Z-Clinz 5"
Phillips' Milk of Magnesia,"hives ; difficult breathing; swelling of your face, lips, tongue, or throat. Phillips Milk of Magnesia may cause serious side effects. Stop using Phillips Milk of Magnesia and call your doctor at once if you have: severe nausea , vomiting , or diarrhea; no bowel movement after using the medicine as a laxative; rectal bleeding ; or worsening symptoms. Common side effects of Phillips Milk of Magnesia may include: diarrhea; or a decreased sense of taste.",magnesium hydroxide,"Antacids, Laxatives","Ex-Lax Milk of Magnesia, Milk of Magnesia"
